ID,Group,Input Ingredients,Output Item
harvestcraft:limejellyitem,,"ore:toolSaucepan
ore:cropLime
ore:listAllsugar",harvestcraft:limejellyitem
harvestcraft:limejellysandwichitem,,"ore:toolCuttingboard
ore:listAllnutbutter
ore:foodLimejelly
ore:bread",harvestcraft:limejellysandwichitem
harvestcraft:limejuiceitem,,"ore:toolJuicer
ore:cropLime
ore:cropLime",harvestcraft:limejuiceitem
harvestcraft:limesmoothieitem,,"ore:toolJuicer
ore:cropLime
ore:cropLime
minecraft:snowball",harvestcraft:limesmoothieitem
harvestcraft:limeyogurtitem,,"ore:cropLime
ore:foodPlainyogurt",harvestcraft:limeyogurtitem
harvestcraft:liverandonionsitem,,"ore:listAllfishcooked
ore:cropOnion
ore:listAllveggie",harvestcraft:liverandonionsitem
harvestcraft:loadedbakedpotatoitem,,"ore:foodButteredpotato
ore:listAllporkcooked
ore:foodCheese",harvestcraft:loadedbakedpotatoitem
harvestcraft:lychee_sapling,harvestcraft_sapling,"harvestcraft:lycheeitem
harvestcraft:lycheeitem
harvestcraft:lycheeitem
minecraft:sapling:*",harvestcraft:lychee_sapling
harvestcraft:lycheeteaitem,,"ore:toolPot

ore:cropTea
ore:listAllwater",harvestcraft:lycheeteaitem
harvestcraft:mango_sapling,harvestcraft_sapling,"harvestcraft:mangoitem
harvestcraft:mangoitem
harvestcraft:mangoitem
minecraft:sapling:*",harvestcraft:mango_sapling
harvestcraft:mangochutneyitem,,"ore:toolPot
ore:cropMango
ore:cropSpiceleaf
ore:cropMustard
ore:foodOliveoil",harvestcraft:mangochutneyitem
harvestcraft:mangojellyitem,,"ore:toolSaucepan
ore:cropMango
ore:listAllsugar",harvestcraft:mangojellyitem
harvestcraft:mangojellysandwichitem,,"ore:toolCuttingboard
ore:listAllnutbutter
ore:foodMangojelly
ore:bread",harvestcraft:mangojellysandwichitem
harvestcraft:mangojuiceitem,,"ore:toolJuicer
ore:cropMango
ore:cropMango",harvestcraft:mangojuiceitem
harvestcraft:mangosmoothieitem,,"ore:toolJuicer
ore:cropMango
ore:cropMango
minecraft:snowball",harvestcraft:mangosmoothieitem
harvestcraft:mangoyogurtitem,,"ore:cropMango
ore:foodPlainyogurt",harvestcraft:mangoyogurtitem
harvestcraft:manjuuitem,,"ore:toolMixingbowl
ore:listAllsugar
ore:cropRice
ore:cropBean",harvestcraft:manjuuitem
harvestcraft:maple_sapling,harvestcraft_sapling,"harvestcraft:maplesyrupitem
harvestcraft:maplesyrupitem
harvestcraft:maplesyrupitem
minecraft:sapling:*",harvestcraft:maple_sapling
harvestcraft:maplecandiedbaconitem,,"ore:toolBakeware
ore:listAllporkcooked
ore:cropMaplesyrup",harvestcraft:maplecandiedbaconitem
harvestcraft:mapleoatmealitem,,"ore:toolMixingbowl
ore:cropOats
ore:cropMaplesyrup",harvestcraft:mapleoatmealitem
harvestcraft:maplesausageitem,,"ore:listAllbeefraw
ore:cropSpiceleaf
ore:cropMaplesyrup",harvestcraft:maplesausageitem
harvestcraft:maplesyruppancakesitem,,"ore:foodPancakes
ore:cropMaplesyrup",harvestcraft:maplesyruppancakesitem
harvestcraft:maplesyrupwafflesitem,,"ore:foodWaffles
ore:cropMaplesyrup",harvestcraft:maplesyrupwafflesitem
harvestcraft:marinatedcucumbersitem,,"ore:toolPot
ore:cropCucumber
ore:cropOnion
ore:listAllsugar
ore:foodVinegar",harvestcraft:marinatedcucumbersitem
harvestcraft:marshmellowchicksitem,,"ore:toolSaucepan
ore:foodMarshmellows
ore:listAllsugar
minecraft:dye:11
minecraft:dye:9",harvestcraft:marshmellowchicksitem
harvestcraft:marshmellowsitem,,"ore:toolPot
ore:listAllsugar
ore:listAllwater
ore:listAllegg",harvestcraft:marshmellowsitem
harvestcraft:marzipanitem_foodhoneydrop,,"ore:toolMortarandpestle
ore:foodHoneydrop
ore:cropAlmond",harvestcraft:marzipanitem
harvestcraft:marzipanitem_drophoney,,"ore:toolMortarandpestle
ore:dropHoney
ore:cropAlmond",harvestcraft:marzipanitem
harvestcraft:mashedpotatoeschickenbiscuititem,,"ore:toolCuttingboard
ore:foodBiscuit
ore:foodOliveoil
ore:foodMashedpotatoes
ore:listAllchickencooked",harvestcraft:mashedpotatoeschickenbiscuititem
harvestcraft:mashedpotatoesitem_itemsalt,minecraft:harvestcraft_mashedpotatoesitem,"ore:toolMixingbowl
ore:foodButteredpotato
ore:itemSalt",harvestcraft:mashedpotatoesitem
harvestcraft:mashedpotatoesitem_foodsalt,minecraft:harvestcraft_mashedpotatoesitem,"ore:toolMixingbowl
ore:foodButteredpotato
ore:foodSalt",harvestcraft:mashedpotatoesitem
harvestcraft:mashedpotatoesitem_dustsalt,minecraft:harvestcraft_mashedpotatoesitem,"ore:toolMixingbowl
ore:foodButteredpotato
ore:dustSalt",harvestcraft:mashedpotatoesitem
harvestcraft:mashedsweetpotatoesitem,,"ore:toolSaucepan
ore:cropSweetpotato
ore:foodButter",harvestcraft:mashedsweetpotatoesitem
harvestcraft:mayoitem,,"ore:toolJuicer
ore:listAllegg",harvestcraft:mayoitem
harvestcraft:mcpamitem_foodpickles,,"ore:toolCuttingboard
ore:listAllbeefcooked
ore:cropLettuce
ore:foodPickles
ore:cropOnion
ore:foodToast
ore:foodSaladdressing",harvestcraft:mcpamitem
harvestcraft:mcpamitem_foodgherkin,,"ore:toolCuttingboard
ore:listAllbeefcooked
ore:cropLettuce
ore:foodGherkin
ore:cropOnion
ore:foodToast
ore:foodSaladdressing",harvestcraft:mcpamitem
harvestcraft:meatfeastpizzaitem,,"ore:toolPot
ore:foodPizza
ore:foodPepperoni
ore:foodPorksausage
ore:listAllbeefcooked
ore:listAllchickencooked",harvestcraft:meatfeastpizzaitem
harvestcraft:meatloafitem,,"ore:toolBakeware
ore:listAllbeefraw
ore:bread
ore:cropOnion
ore:cropGarlic
ore:foodKetchup",harvestcraft:meatloafitem
harvestcraft:meatloafsandwichitem,,"ore:toolCuttingboard
ore:foodMeatloaf
ore:foodBread
ore:foodKetchup",harvestcraft:meatloafsandwichitem
harvestcraft:meatpieitem,,"ore:toolBakeware
ore:listAllbeefraw
ore:foodDough
ore:cropOnion
ore:cropGarlic
ore:foodBlackpepper
ore:foodStock",harvestcraft:meatpieitem
harvestcraft:meatystewitem,,"ore:toolPot
ore:listAllmeatraw
ore:foodFlour
ore:foodStock",harvestcraft:meatystewitem
harvestcraft:meatystirfryitem,,"ore:toolSkillet
ore:cropBellpepper
ore:cropCarrot
ore:cropRice
ore:cropOnion
ore:listAllmeatraw",harvestcraft:meatystirfryitem
harvestcraft:meesuaitem,,"ore:toolSkillet
ore:foodNoodles
ore:listAllporkcooked
ore:cropCorn
ore:cropCarrot
ore:cropScallion
ore:foodOystersauce
ore:foodCoconutmilk",harvestcraft:meesuaitem
harvestcraft:melonjuiceitem,,"ore:toolJuicer
minecraft:melon
minecraft:melon",harvestcraft:melonjuiceitem
harvestcraft:melonsmoothieitem,,"ore:toolJuicer
minecraft:melon
minecraft:melon
minecraft:snowball",harvestcraft:melonsmoothieitem
harvestcraft:melonyogurtitem,,"minecraft:melon
ore:foodPlainyogurt",harvestcraft:melonyogurtitem
harvestcraft:meringuebombeitem,,"ore:toolBakeware
ore:foodMeringue
ore:foodBatter
ore:listAllsugar
ore:listAllicecream
ore:cropCherry",harvestcraft:meringuebombeitem
harvestcraft:meringuebrownieitem,,"ore:toolBakeware
ore:foodMeringue
ore:foodCocoapowder
ore:foodFlour
ore:listAllsugar
ore:listAllmilk",harvestcraft:meringuebrownieitem
harvestcraft:meringuecookieitem,,"ore:toolBakeware
ore:foodMeringue
ore:foodDough
ore:listAllsugar
ore:foodChocolatebar",harvestcraft:meringuecookieitem
harvestcraft:meringueitem,,"ore:toolMixingbowl
ore:listAllegg
ore:listAllsugar
ore:foodCornmeal
ore:cropLemon",harvestcraft:meringueitem x5
harvestcraft:meringuerouladeitem,,"ore:toolCuttingboard
ore:foodMeringue
ore:cropStrawberry
ore:foodStrawberryjelly
ore:cropMango",harvestcraft:meringuerouladeitem
harvestcraft:merveilleuxitem,,"ore:toolCuttingboard
ore:foodMeringue
ore:listAllheavycream
ore:foodChocolatebar",harvestcraft:merveilleuxitem
harvestcraft:mettbrotchenitem,,"ore:toolCuttingboard
ore:listAllporkraw
ore:bread
ore:cropOnion
ore:foodBlackpepper
ore:itemSalt",harvestcraft:mettbrotchenitem
harvestcraft:milletseeditem,,harvestcraft:milletitem,harvestcraft:milletseeditem
harvestcraft:mincepieitem,,"ore:toolBakeware
ore:listAllbeefcooked
ore:listAllfruit
ore:listAllnut
ore:foodDough
ore:foodButter",harvestcraft:mincepieitem
harvestcraft:minerstewitem,,"ore:toolPot
minecraft:iron_ingot
minecraft:gold_ingot
minecraft:redstone
minecraft:dye:4
minecraft:diamond
minecraft:coal
minecraft:flint
minecraft:rotten_flesh",harvestcraft:minerstewitem
harvestcraft:mintchocolatechipicecreamitem,,"ore:toolMixingbowl
ore:listAllicecream
ore:cropSpiceleaf
ore:foodChocolatebar",harvestcraft:mintchocolatechipicecreamitem
harvestcraft:mintcupcakeitem,,"ore:toolBakeware
ore:foodBatter
ore:listAllsugar
ore:listAllheavycream
ore:foodButter
ore:cropSpiceleaf",harvestcraft:mintcupcakeitem
harvestcraft:misopasteitem_x4_itemsalt,,"ore:toolMortarandpestle
ore:cropSoybean
ore:listAllmushroom
ore:cropRice
ore:itemSalt",harvestcraft:misopasteitem x4
harvestcraft:misopasteitem_x4_foodsalt,,"ore:toolMortarandpestle
ore:cropSoybean
ore:listAllmushroom
ore:cropRice
ore:foodSalt",harvestcraft:misopasteitem x4
harvestcraft:misopasteitem_x4_dustsalt,,"ore:toolMortarandpestle
ore:cropSoybean
ore:listAllmushroom
ore:cropRice
ore:dustSalt",harvestcraft:misopasteitem x4
harvestcraft:misosoupitem,,"ore:toolPot
ore:foodFirmtofu
ore:listAllwater
ore:cropScallion",harvestcraft:misosoupitem
harvestcraft:mixedsaladitem,,"ore:toolCuttingboard
ore:listAllveggie
ore:listAllveggie
ore:foodSaladdressing",harvestcraft:mixedsaladitem
harvestcraft:mobsoupitem,,"ore:toolPot
minecraft:bone
minecraft:rotten_flesh
minecraft:fermented_spider_eye
minecraft:ender_pearl",harvestcraft:mobsoupitem
harvestcraft:mochaicecreamitem,,"ore:toolMixingbowl
ore:listAllicecream
ore:cropCoffee
ore:foodCocoapowder",harvestcraft:mochaicecreamitem
harvestcraft:mochicakeitem,,"ore:toolBakeware
ore:foodButter
ore:cropRice
ore:foodFlour
ore:listAllegg
ore:foodVanilla
ore:listAllmilk",harvestcraft:mochicakeitem
harvestcraft:mochidessertitem,,"ore:toolMixingbowl
ore:foodMochi
ore:foodIcecream",harvestcraft:mochidessertitem
harvestcraft:mochiitem,,"ore:toolMortarandpestle
ore:cropRice
ore:listAllsugar
ore:listAllwater",harvestcraft:mochiitem
harvestcraft:monsterfrieddumplingsitem,,"ore:toolPot
minecraft:rotten_flesh
ore:cropGarlic
ore:cropOnion
ore:foodBatter",harvestcraft:monsterfrieddumplingsitem
harvestcraft:montecristosandwichitem,,"ore:toolSkillet
ore:bread
ore:listAllturkeycooked
ore:listAllporkcooked
ore:foodCheese
ore:listAllegg
ore:listAllmilk
ore:foodMustard",harvestcraft:montecristosandwichitem
harvestcraft:mozzerellasticksitem,,"ore:toolPot
ore:foodCheese
ore:foodOliveoil
ore:foodBatter",harvestcraft:mozzerellasticksitem
harvestcraft:mulberryseeditem,,harvestcraft:mulberryitem,harvestcraft:mulberryseeditem
harvestcraft:museliitem,,"ore:toolMixingbowl
ore:listAllgrain
ore:foodRaisins
ore:cropPecan
ore:listAllsugar
ore:listAllmilk",harvestcraft:museliitem
harvestcraft:mushroomketchupitem_x5,,"ore:toolPot
ore:listAllmushroom
ore:foodVinegar
ore:cropSpiceleaf
ore:listAllwater",harvestcraft:mushroomketchupitem x5
harvestcraft:mushroomketchupomeletitem,,"ore:toolSkillet
ore:foodMushroomketchup
ore:listAllegg",harvestcraft:mushroomketchupomeletitem
harvestcraft:mushroomlasagnaitem,,"ore:toolBakeware
ore:foodPasta
ore:foodCheese
ore:cropTomato
ore:cropOnion
ore:cropGarlic
ore:listAllmushroom",harvestcraft:mushroomlasagnaitem
harvestcraft:mushroomrisottoitem,,"ore:toolBakeware
ore:cropRice
ore:listAllmushroom
ore:cropOnion
ore:foodCheese",harvestcraft:mushroomrisottoitem
harvestcraft:mushroomsteakitem,,"ore:toolSkillet
ore:listAllbeefraw
ore:listAllmushroom
ore:foodButter
ore:foodBlackpepper",harvestcraft:mushroomsteakitem
harvestcraft:mustarditem,,"ore:toolJuicer
ore:cropMustard",harvestcraft:mustarditem
harvestcraft:mustardseeditem,,harvestcraft:mustardseedsitem,harvestcraft:mustardseeditem
harvestcraft:musubiitem,,"ore:toolCuttingboard
ore:listAllporkcooked
ore:cropRice
ore:cropSeaweed",harvestcraft:musubiitem
harvestcraft:naanitem,,"ore:toolSkillet
ore:foodDough
ore:cropOnion
ore:foodOliveoil",harvestcraft:naanitem
harvestcraft:nachoesitem,,"ore:toolCuttingboard
ore:foodTortilla
ore:foodCheese",harvestcraft:nachoesitem
harvestcraft:neapolitanicecreamitem_x3,,"ore:foodChocolateicecream
ore:foodStrawberryicecream
ore:foodVanillaicecream",harvestcraft:neapolitanicecreamitem x3
harvestcraft:netherstartoastitem,,"ore:toolCuttingboard
ore:foodToast
ore:foodButter
minecraft:nether_star",harvestcraft:netherstartoastitem
harvestcraft:netherwingsitem,,"ore:toolMixingbowl
ore:listAllchickencooked
ore:foodHotsauce
minecraft:blaze_powder",harvestcraft:netherwingsitem
harvestcraft:noodlesitem_x3,,"ore:toolCuttingboard
ore:foodDough",harvestcraft:noodlesitem x3
harvestcraft:nopalessaladitem_cactusfruit,,"ore:toolCuttingboard
ore:cropOnion
ore:cropChilipepper
ore:cropCactusfruit
ore:cropTomato
ore:cropAvocado",harvestcraft:nopalessaladitem
harvestcraft:nopalessaladitem_cactus,,"ore:toolCuttingboard
ore:cropOnion
ore:cropChilipepper
minecraft:cactus
ore:cropTomato
ore:cropAvocado",harvestcraft:nopalessaladitem
harvestcraft:nutellaitem,,"ore:toolSaucepan
ore:foodChocolatebar
ore:foodGroundnutmeg",harvestcraft:nutellaitem
harvestcraft:nutmeg_sapling,harvestcraft_sapling,"harvestcraft:nutmegitem
harvestcraft:nutmegitem
harvestcraft:nutmegitem
minecraft:sapling:*",harvestcraft:nutmeg_sapling
harvestcraft:oatsseeditem,,harvestcraft:oatsitem,harvestcraft:oatsseeditem
harvestcraft:okrachipsitem_itemsalt,,"ore:toolBakeware
ore:cropOkra
ore:itemSalt
ore:cropSpiceleaf",harvestcraft:okrachipsitem
harvestcraft:okrachipsitem_foodsalt,,"ore:toolBakeware
ore:cropOkra
ore:foodSalt
ore:cropSpiceleaf",harvestcraft:okrachipsitem
harvestcraft:okrachipsitem_dustsalt,,"ore:toolBakeware
ore:cropOkra
ore:dustSalt
ore:cropSpiceleaf",harvestcraft:okrachipsitem
harvestcraft:okracreoleitem,,"ore:toolSkillet
ore:cropOkra
ore:cropGarlic
ore:cropTomato
ore:cropBellpepper
ore:cropOnion
ore:listAllspice",harvestcraft:okracreoleitem
harvestcraft:okraseeditem,,harvestcraft:okraitem,harvestcraft:okraseeditem
harvestcraft:oldworldveggiesoupitem,,"ore:toolPot
ore:foodStock
ore:cropOnion
ore:cropPeas
ore:cropBarley",harvestcraft:oldworldveggiesoupitem
harvestcraft:olive_sapling,harvestcraft_sapling,"harvestcraft:oliveitem
harvestcraft:oliveitem
harvestcraft:oliveitem
minecraft:sapling:*",harvestcraft:olive_sapling
harvestcraft:oliveoilitem_foodsesameoil,minecraft:harvestcraft_oliveoilitem,ore:foodSesameoil,harvestcraft:oliveoilitem
harvestcraft:oliveoilitem_cropwalnut,minecraft:harvestcraft_oliveoilitem,"ore:toolJuicer
ore:cropWalnut",harvestcraft:oliveoilitem
harvestcraft:oliveoilitem_croptea,minecraft:harvestcraft_oliveoilitem,"ore:toolJuicer
ore:cropTea",harvestcraft:oliveoilitem
harvestcraft:oliveoilitem_cropolive,minecraft:harvestcraft_oliveoilitem,"ore:toolJuicer
ore:cropOlive",harvestcraft:oliveoilitem
harvestcraft:oliveoilitem_cropavocado,minecraft:harvestcraft_oliveoilitem,"ore:toolJuicer
ore:cropAvocado",harvestcraft:oliveoilitem
harvestcraft:oliveoilitem_x2_listallseed_listallseed,minecraft:harvestcraft_oliveoilitem,"ore:toolJuicer
ore:listAllseed
ore:listAllseed",harvestcraft:oliveoilitem x2
harvestcraft:omeletitem,,"ore:toolSkillet
ore:listAllegg
ore:cropBellpepper
ore:cropOnion",harvestcraft:omeletitem
harvestcraft:omuriceitem,,"ore:toolSkillet
ore:listAllbeefraw
ore:cropRice
ore:cropScallion
ore:cropCarrot
ore:cropOnion
ore:listAllegg",harvestcraft:omuriceitem
harvestcraft:onigiriitem,,"ore:toolMixingbowl
ore:cropRice
ore:cropSeaweed
ore:cropSesame",harvestcraft:onigiriitem
harvestcraft:onionhamburgeritem,,"ore:toolCuttingboard
ore:foodHamburger
ore:foodFriedonions",harvestcraft:onionhamburgeritem
harvestcraft:onionseeditem,,harvestcraft:onionitem,harvestcraft:onionseeditem
harvestcraft:onionsoupitem,,"ore:toolPot
ore:cropOnion
ore:foodStock
ore:foodGrilledcheese",harvestcraft:onionsoupitem
harvestcraft:orange_sapling,harvestcraft_sapling,"harvestcraft:orangeitem
harvestcraft:orangeitem
harvestcraft:orangeitem
minecraft:sapling:*",harvestcraft:orange_sapling
harvestcraft:orangechickenitem,,"ore:toolSaucepan
ore:cropOrange
ore:listAllchickenraw
ore:listAllsugar
ore:cropRice
ore:cropBroccoli",harvestcraft:orangechickenitem
harvestcraft:orangeduckitem,,"ore:toolBakeware
ore:listAllduckraw
ore:foodOrangejuice
ore:cropSpiceleaf
ore:cropCarrot
ore:cropCelery",harvestcraft:orangeduckitem
harvestcraft:orangejellyitem,,"ore:toolSaucepan
ore:cropOrange
ore:listAllsugar",harvestcraft:orangejellyitem
harvestcraft:orangejellysandwichitem,,"ore:toolCuttingboard
ore:listAllnutbutter
ore:foodOrangejelly
ore:bread",harvestcraft:orangejellysandwichitem
harvestcraft:orangejuiceitem,,"ore:toolJuicer
ore:cropOrange
ore:cropOrange",harvestcraft:orangejuiceitem
harvestcraft:orangesmoothieitem,,"ore:toolJuicer
ore:cropOrange
ore:cropOrange
minecraft:snowball",harvestcraft:orangesmoothieitem
harvestcraft:orangesodaitem,,"ore:toolPot
ore:foodBubblywater
ore:listAllsugar
ore:foodOrangejuice",harvestcraft:orangesodaitem
harvestcraft:orangeyogurtitem,,"ore:cropOrange
ore:foodPlainyogurt",harvestcraft:orangeyogurtitem
harvestcraft:ovenroastedcaulifloweritem,,"ore:toolBakeware
ore:cropCauliflower
ore:foodOliveoil
ore:cropGarlic
ore:cropLemon",harvestcraft:ovenroastedcaulifloweritem
harvestcraft:oystersauceitem_itemsalt,,"ore:toolSaucepan
ore:foodOysterraw
ore:listAllwater
ore:listAllsugar
ore:itemSalt",harvestcraft:oystersauceitem
harvestcraft:oystersauceitem_foodsalt,,"ore:toolSaucepan
ore:foodOysterraw
ore:listAllwater
ore:listAllsugar
ore:foodSalt",harvestcraft:oystersauceitem
harvestcraft:oystersauceitem_dustsalt,,"ore:toolSaucepan
ore:foodOysterraw
ore:listAllwater
ore:listAllsugar
ore:dustSalt",harvestcraft:oystersauceitem
harvestcraft:padthaiitem,,"ore:toolSkillet
ore:foodNoodles
ore:cropPeanut
ore:listAllegg
ore:listAlltofu
ore:cropChilipepper
ore:cropLime",harvestcraft:padthaiitem
harvestcraft:pambitsboxitem,,"ore:toolPot
ore:foodDough
ore:foodOliveoil
minecraft:paper
ore:foodCocoapowder
ore:listAllsugar
ore:foodGroundcinnamon",harvestcraft:pambitsboxitem
harvestcraft:pancakesitem,,"ore:toolSkillet
ore:foodBatter
ore:listAllmilk",harvestcraft:pancakesitem
harvestcraft:paneeritem_x5,,"ore:toolPot
ore:listAllmilk
ore:foodVinegar
ore:foodLemonaide",harvestcraft:paneeritem x5
harvestcraft:paneertikkamasalaitem,,"ore:toolSaucepan
ore:foodPaneer
ore:foodGarammasala
ore:foodCurrypowder
ore:foodCoconutcream
ore:cropOnion
ore:cropBellpepper
ore:cropTomato
ore:cropGinger",harvestcraft:paneertikkamasalaitem
harvestcraft:papaya_sapling,harvestcraft_sapling,"harvestcraft:papayaitem
harvestcraft:papayaitem
harvestcraft:papayaitem
minecraft:sapling:*",harvestcraft:papaya_sapling
harvestcraft:papayajellyitem,,"ore:toolSaucepan
ore:cropPapaya
ore:listAllsugar",harvestcraft:papayajellyitem
harvestcraft:papayajellysandwichitem,,"ore:toolCuttingboard
ore:listAllnutbutter
ore:foodPapayajelly
ore:bread",harvestcraft:papayajellysandwichitem
harvestcraft:papayajuiceitem,,"ore:toolJuicer
ore:cropPapaya
ore:cropPapaya",harvestcraft:papayajuiceitem
harvestcraft:papayasmoothieitem,,"ore:toolJuicer
ore:cropPapaya
ore:cropPapaya
minecraft:snowball",harvestcraft:papayasmoothieitem
harvestcraft:papayayogurtitem,,"ore:cropPapaya
ore:foodPlainyogurt",harvestcraft:papayayogurtitem
harvestcraft:paperbark_sapling,harvestcraft_sapling,"minecraft:paper
minecraft:paper
minecraft:paper
minecraft:sapling:*",harvestcraft:paperbark_sapling
harvestcraft:paradiseburgeritem,,"ore:toolSkillet
ore:listAllbeefraw
ore:foodCheese
ore:foodPickles
ore:foodBread
ore:cropLettuce
ore:cropTomato
ore:foodKetchup",harvestcraft:paradiseburgeritem
harvestcraft:parsnipseeditem,,harvestcraft:parsnipitem,harvestcraft:parsnipseeditem
harvestcraft:passionfruit_sapling,harvestcraft_sapling,"harvestcraft:passionfruititem
harvestcraft:passionfruititem
harvestcraft:passionfruititem
minecraft:sapling:*",harvestcraft:passionfruit_sapling
harvestcraft:pastagardeniaitem,,"ore:toolMixingbowl
ore:foodPasta
ore:foodOliveoil
ore:cropTomato
ore:cropSpiceleaf
ore:foodCheese",harvestcraft:pastagardeniaitem
harvestcraft:pastaitem_x5,,"ore:toolMixingbowl
ore:foodDough
ore:foodButter",harvestcraft:pastaitem x5
harvestcraft:patreonpieitem,,"ore:toolBakeware
minecraft:gold_nugget
ore:listAllsugar
ore:foodDough",harvestcraft:patreonpieitem
harvestcraft:pavlovaitem,,"ore:toolBakeware
ore:listAllegg
ore:listAllsugar
ore:cropLemon
ore:foodMeringue
ore:cropStrawberry",harvestcraft:pavlovaitem
harvestcraft:pawpaw_sapling,harvestcraft_sapling,"harvestcraft:pawpawitem
harvestcraft:pawpawitem
harvestcraft:pawpawitem
minecraft:sapling:*",harvestcraft:pawpaw_sapling
harvestcraft:pbandjitem,,"ore:toolCuttingboard
ore:listAllnutbutter
ore:foodGrapejelly
ore:bread",harvestcraft:pbandjitem
harvestcraft:peaandhamsoupitem,,"ore:toolPot
ore:cropPeas
ore:listAllporkraw
ore:cropOnion
ore:cropCarrot
ore:cropCelery
ore:foodBlackpepper",harvestcraft:peaandhamsoupitem
harvestcraft:peach_sapling,harvestcraft_sapling,"harvestcraft:peachitem
harvestcraft:peachitem
harvestcraft:peachitem
minecraft:sapling:*",harvestcraft:peach_sapling
harvestcraft:peachcobbleritem,,"ore:toolBakeware
ore:cropPeach
ore:listAllsugar
ore:foodDough",harvestcraft:peachcobbleritem
harvestcraft:peachesandcreamoatmealitem,,"ore:toolMixingbowl
ore:cropOats
ore:cropPeach
ore:listAllheavycream",harvestcraft:peachesandcreamoatmealitem
harvestcraft:peachjellyitem,,"ore:toolSaucepan
ore:cropPeach
ore:listAllsugar",harvestcraft:peachjellyitem
harvestcraft:peachjellysandwichitem,,"ore:toolCuttingboard
ore:listAllnutbutter
ore:foodPeachjelly
ore:bread",harvestcraft:peachjellysandwichitem
harvestcraft:peachjuiceitem,,"ore:toolJuicer
ore:cropPeach
ore:cropPeach",harvestcraft:peachjuiceitem
harvestcraft:peachsmoothieitem,,"ore:toolJuicer
ore:cropPeach
ore:cropPeach
minecraft:snowball",harvestcraft:peachsmoothieitem
harvestcraft:peachyogurtitem,,"ore:cropPeach
ore:foodPlainyogurt",harvestcraft:peachyogurtitem
harvestcraft:peanutbutterbananasandwichitem,,"ore:toolCuttingboard
ore:foodBread
ore:foodPeanutbutter
ore:cropBanana",harvestcraft:peanutbutterbananasandwichitem
harvestcraft:peanutbuttercookiesitem,,"ore:toolBakeware
ore:listAllnutbutter
ore:foodBatter
ore:listAllsugar",harvestcraft:peanutbuttercookiesitem
harvestcraft:peanutbuttercookiesitem - copy (2),,"ore:toolBakeware
ore:listAllnutbutter
ore:foodBatter
ore:listAllsugar",harvestcraft:peanutbuttercookiesitem
harvestcraft:peanutbuttercupcakeitem,,"ore:toolBakeware
ore:foodBatter
ore:listAllsugar
ore:listAllheavycream
ore:foodButter
ore:foodPeanutbutter",harvestcraft:peanutbuttercupcakeitem
harvestcraft:peanutbuttercupitem,,"ore:toolSaucepan
ore:foodChocolatebar
ore:foodPeanutbutter
ore:listAllsugar",harvestcraft:peanutbuttercupitem
harvestcraft:peanutbutteritem,,"ore:toolMortarandpestle
ore:cropPeanut
ore:foodOliveoil",harvestcraft:peanutbutteritem x2
harvestcraft:peanutseeditem,,harvestcraft:peanutitem,harvestcraft:peanutseeditem
harvestcraft:peanutsoupitem,,"ore:toolPot
ore:foodPeanutbutter
ore:cropOnion
ore:cropChilipepper
ore:cropTomato
ore:foodStock",harvestcraft:peanutsoupitem
harvestcraft:pear_sapling,harvestcraft_sapling,"harvestcraft:pearitem
harvestcraft:pearitem
harvestcraft:pearitem
minecraft:sapling:*",harvestcraft:pear_sapling
harvestcraft:pearjellyitem,,"ore:toolSaucepan
ore:cropPear
ore:listAllsugar",harvestcraft:pearjellyitem
harvestcraft:pearjellysandwichitem,,"ore:toolCuttingboard
ore:listAllnutbutter
ore:foodPearjelly
ore:bread",harvestcraft:pearjellysandwichitem
harvestcraft:pearjuiceitem,,"ore:toolJuicer
ore:cropPear
ore:cropPear",harvestcraft:pearjuiceitem
harvestcraft:pearsmoothieitem,,"ore:toolJuicer
ore:cropPear
ore:cropPear
minecraft:snowball",harvestcraft:pearsmoothieitem
harvestcraft:pearyogurtitem,,"ore:cropPear
ore:foodPlainyogurt",harvestcraft:pearyogurtitem
harvestcraft:peasandceleryitem,,"ore:toolMixingbowl
ore:cropCelery
ore:cropPeas
ore:cropLemon
ore:foodBlackpepper",harvestcraft:peasandceleryitem
harvestcraft:peasseeditem,,harvestcraft:peasitem,harvestcraft:peasseeditem
harvestcraft:pecan_sapling,harvestcraft_sapling,"harvestcraft:pecanitem
harvestcraft:pecanitem
harvestcraft:pecanitem
minecraft:sapling:*",harvestcraft:pecan_sapling
harvestcraft:pecanpieitem,,"ore:toolBakeware
ore:cropPecan
ore:foodDough
ore:listAllsugar
ore:foodButter",harvestcraft:pecanpieitem
harvestcraft:pekingduckitem,,"ore:toolBakeware
ore:listAllduckraw
ore:foodSoysauce
ore:foodSesameoil
ore:foodFivespice
ore:foodFlour
ore:foodSesameoil",harvestcraft:pekingduckitem
harvestcraft:pemmicanitem_two,minecraft:harvestcraft_pemmicanitem,"ore:toolPot
ore:cropPeanut
ore:listAllfruit
ore:listAllmeatcooked
ore:dropHoney",harvestcraft:pemmicanitem
harvestcraft:pemmicanitem_one,minecraft:harvestcraft_pemmicanitem,"ore:toolPot
ore:cropPeanut
ore:listAllfruit
ore:listAllmeatcooked
ore:foodHoneydrop",harvestcraft:pemmicanitem
