ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
thermalfoundation:diamond_horse_armor,minecraft:diamond_horse_armor,"A-A
BCB
A-A","A: ore:gemDiamond
B: minecraft:leather:*
C: ore:blockWool",minecraft:diamond_horse_armor,3,3
minecraft:diamond_leggings,,"AAA
A-A
A-A",A: ore:gemDiamond,minecraft:diamond_leggings,3,3
minecraft:diamond_pickaxe,,"AAA
-B-
-B-","A: ore:gemDiamond
B: ore:stickWood",minecraft:diamond_pickaxe,3,3
minecraft:diamond_shovel,,"A
B
B","A: ore:gemDiamond
B: ore:stickWood",minecraft:diamond_shovel,1,3
minecraft:diamond_sword,,"A
A
B","A: ore:gemDiamond
B: ore:stickWood",minecraft:diamond_sword,1,3
minecraft:coarse_dirt,,"AB
BA","A: minecraft:dirt
B: minecraft:gravel",minecraft:dirt:1 x4,2,2
minecraft:dispenser,,"AAA
ABA
ACA","A: ore:cobblestone
B: minecraft:bow
C: ore:dustRedstone",minecraft:dispenser,3,3
quark:dispenser,minecraft:dispenser,"AB-
ACB
AB-","A: ore:string
B: ore:stickWood
C: minecraft:dropper",minecraft:dispenser,3,3
minecraft:dropper,,"AAA
A-A
ABA","A: ore:cobblestone
B: ore:dustRedstone",minecraft:dropper,3,3
minecraft:lapis_lazuli,,A,A: minecraft:lapis_block,minecraft:dye:4 x9,1,1
morebees:emerald,minecraft:emerald,"AAA
AAA
AAA",A: morebees:emeraldfragment,minecraft:emerald,3,3
thermalfoundation:emerald,minecraft:emerald,"AAA
AAA
AAA",A: ore:nuggetEmerald,minecraft:emerald,3,3
minecraft:emerald,,A,A: minecraft:emerald_block,minecraft:emerald x9,1,1
chisel:emerald,minecraft:,A,A: ore:blockEmerald,minecraft:emerald x9,1,1
minecraft:emerald_block,,"AAA
AAA
AAA",A: ore:gemEmerald,minecraft:emerald_block,3,3
minecraft:enchanting_table,,"-A-
BCB
CCC","A: minecraft:book
B: ore:gemDiamond
C: minecraft:obsidian",minecraft:enchanting_table,3,3
minecraft:end_bricks,,"AA
AA",A: minecraft:end_stone,minecraft:end_bricks x4,2,2
minecraft:end_crystal,minecraft:,"AAA
ABA
ACA","A: ore:paneGlassColorless
B: ore:netherStar
C: minecraft:ghast_tear:*",minecraft:end_crystal,3,3
minecraft:end_rod,,"A
B","A: minecraft:blaze_rod
B: minecraft:chorus_fruit_popped",minecraft:end_rod x4,1,2
minecraft:ender_chest,,"AAA
ABA
AAA","A: minecraft:obsidian
B: minecraft:ender_eye",minecraft:ender_chest,3,3
enderio:ender_defragmentation,,"-A-
AAA
-A-",A: ore:itemEnderFragment,minecraft:ender_pearl,3,3
minecraft:fence,wooden_fence,"ABA
ABA","A: minecraft:planks
B: minecraft:stick",minecraft:fence x3,3,2
minecraft:fence_gate,wooden_fence_gate,"ABA
ABA","A: minecraft:stick
B: minecraft:planks",minecraft:fence_gate,3,2
minecraft:fishing_rod,,"--A
-AB
A-B","A: ore:stickWood
B: ore:string",minecraft:fishing_rod,3,3
minecraft:flower_pot,,"A-A
-A-",A: minecraft:brick,minecraft:flower_pot,3,2
crafttweaker:ct_shaped-1765182215,,"AAA
A-A
AAA",A: extrautils2:compressedcobblestone:1,minecraft:furnace,3,3
minecraft:furnace_minecart,,"A
B","A: minecraft:furnace
B: minecraft:minecart",minecraft:furnace_minecart,1,2
quark:furnace_minecart,minecraft:furnace_minecart,"ABA
AAA","A: ore:ingotIron
B: minecraft:furnace",minecraft:furnace_minecart,3,2
quark:glass,minecraft:glass,"AA
AA",A: quark:glass_shards,minecraft:glass,2,2
minecraft:glass_bottle,,"A-A
-A-",A: ore:blockGlassColorless,minecraft:glass_bottle x3,3,2
minecraft:glass_pane,,"AAA
AAA",A: minecraft:glass,minecraft:glass_pane x16,3,2
enderio:compatibility_glass_pane,,"AAA
AAA",A: ore:blockGlassColorless,minecraft:glass_pane x16,3,2
minecraft:glowstone,,"AA
AA",A: ore:dustGlowstone,minecraft:glowstone,2,2
minecraft:gold_block,,"AAA
AAA
AAA",A: ore:ingotGold,minecraft:gold_block,3,3
minecraft:gold_ingot_from_nuggets,gold_ingot,"AAA
AAA
AAA",A: minecraft:gold_nugget,minecraft:gold_ingot,3,3
minecraft:gold_ingot_from_block,gold_ingot,A,A: minecraft:gold_block,minecraft:gold_ingot x9,1,1
chisel:uncraft_blockgold,minecraft:,A,A: ore:blockGold,minecraft:gold_ingot x9,1,1
minecraft:gold_nugget,,A,A: ore:ingotGold,minecraft:gold_nugget x9,1,1
minecraft:golden_apple,,"AAA
ABA
AAA","A: ore:ingotGold
B: minecraft:apple",minecraft:golden_apple,3,3
minecraft:golden_axe,,"AA
AB
-B","A: ore:ingotGold
B: ore:stickWood",minecraft:golden_axe,2,3
minecraft:golden_boots,,"A-A
A-A",A: ore:ingotGold,minecraft:golden_boots,3,2
minecraft:golden_carrot,,"AAA
ABA
AAA","A: minecraft:gold_nugget
B: minecraft:carrot",minecraft:golden_carrot,3,3
minecraft:golden_chestplate,,"A-A
AAA
AAA",A: ore:ingotGold,minecraft:golden_chestplate,3,3
minecraft:golden_helmet,,"AAA
A-A",A: ore:ingotGold,minecraft:golden_helmet,3,2
minecraft:golden_hoe,,"AA
-B
-B","A: ore:ingotGold
B: ore:stickWood",minecraft:golden_hoe,2,3
thermalfoundation:golden_horse_armor,minecraft:golden_horse_armor,"A-A
BCB
A-A","A: ore:ingotGold
B: minecraft:leather:*
C: ore:blockWool",minecraft:golden_horse_armor,3,3
minecraft:golden_leggings,,"AAA
A-A
A-A",A: ore:ingotGold,minecraft:golden_leggings,3,3
minecraft:golden_pickaxe,,"AAA
-B-
-B-","A: ore:ingotGold
B: ore:stickWood",minecraft:golden_pickaxe,3,3
minecraft:golden_rail,railcraft:crafting,"A-A
ABA
ACA","A: railcraft:rail:1
B: railcraft:railbed
C: ore:dustRedstone",minecraft:golden_rail x16,3,3
minecraft:golden_shovel,,"A
B
B","A: ore:ingotGold
B: ore:stickWood",minecraft:golden_shovel,1,3
minecraft:golden_sword,,"A
A
B","A: ore:ingotGold
B: ore:stickWood",minecraft:golden_sword,1,3
minecraft:hay_block,,"AAA
AAA
AAA",A: minecraft:wheat,minecraft:hay_block,3,3
minecraft:heavy_weighted_pressure_plate,,AA,A: ore:ingotIron,minecraft:heavy_weighted_pressure_plate,2,1
crafttweaker:ct_shaped739778462,,"A-A
ABA
-A-","A: ore:plateSteel
B: minecraft:chest",minecraft:hopper,3,3
minecraft:hopper_minecart,,"A
B","A: minecraft:hopper
B: minecraft:minecart",minecraft:hopper_minecart,1,2
quark:hopper_minecart,minecraft:hopper_minecart,"ABA
AAA","A: ore:ingotIron
B: minecraft:hopper",minecraft:hopper_minecart,3,2
minecraft:iron_axe,,"AA
AB
-B","A: ore:ingotIron
B: ore:stickWood",minecraft:iron_axe,2,3
minecraft:iron_bars,,"AAA
AAA",A: ore:ingotIron,minecraft:iron_bars x16,3,2
minecraft:iron_block,,"AAA
AAA
AAA",A: ore:ingotIron,minecraft:iron_block,3,3
minecraft:iron_boots,,"A-A
A-A",A: ore:ingotIron,minecraft:iron_boots,3,2
minecraft:iron_chestplate,,"A-A
AAA
AAA",A: ore:ingotIron,minecraft:iron_chestplate,3,3
minecraft:iron_door,,"AA
AA
AA",A: ore:ingotIron,minecraft:iron_door x3,2,3
minecraft:iron_helmet,,"AAA
A-A",A: ore:ingotIron,minecraft:iron_helmet,3,2
minecraft:iron_hoe,,"AA
-B
-B","A: ore:ingotIron
B: ore:stickWood",minecraft:iron_hoe,2,3
thermalfoundation:iron_horse_armor,minecraft:iron_horse_armor,"A-A
BCB
A-A","A: ore:ingotIron
B: minecraft:leather:*
C: ore:blockWool",minecraft:iron_horse_armor,3,3
minecraft:iron_ingot_from_nuggets,iron_ingot,"AAA
AAA
AAA",A: minecraft:iron_nugget,minecraft:iron_ingot,3,3
immersiveengineering:metal_storage/iron_ingot,,"AAA
AAA
AAA",A: immersiveengineering:metal:29,minecraft:iron_ingot,3,3
minecraft:iron_ingot_from_block,iron_ingot,A,A: minecraft:iron_block,minecraft:iron_ingot x9,1,1
chisel:uncraft_blockiron,minecraft:,A,A: ore:blockIron,minecraft:iron_ingot x9,1,1
minecraft:iron_leggings,,"AAA
A-A
A-A",A: ore:ingotIron,minecraft:iron_leggings,3,3
minecraft:iron_nugget,,A,A: ore:ingotIron,minecraft:iron_nugget x9,1,1
minecraft:iron_pickaxe,,"AAA
-B-
-B-","A: ore:ingotIron
B: ore:stickWood",minecraft:iron_pickaxe,3,3
minecraft:iron_shovel,,"A
B
B","A: ore:ingotIron
B: ore:stickWood",minecraft:iron_shovel,1,3
minecraft:iron_sword,,"A
A
B","A: ore:ingotIron
B: ore:stickWood",minecraft:iron_sword,1,3
minecraft:iron_trapdoor,,"AA
AA",A: ore:ingotIron,minecraft:iron_trapdoor,2,2
minecraft:item_frame,,"AAA
ABA
AAA","A: ore:stickWood
B: ore:leather",minecraft:item_frame,3,3
minecraft:jukebox,,"AAA
ABA
AAA","A: ore:plankWood
B: ore:gemDiamond",minecraft:jukebox,3,3
minecraft:jungle_boat,boat,"A-A
AAA",A: minecraft:planks:3,minecraft:jungle_boat,3,2
minecraft:jungle_door,wooden_door,"AA
AA
AA",A: minecraft:planks:3,minecraft:jungle_door x3,2,3
forestry:fireproof_doors_jungle,,"AA-
AA-
AA-",A: forestry:planks.vanilla.fireproof.0:3,minecraft:jungle_door x3,3,3
minecraft:jungle_fence,wooden_fence,"ABA
ABA","A: minecraft:planks:3
B: minecraft:stick",minecraft:jungle_fence x3,3,2
minecraft:jungle_fence_gate,wooden_fence_gate,"ABA
ABA","A: minecraft:stick
B: minecraft:planks:3",minecraft:jungle_fence_gate,3,2
minecraft:jungle_stairs,wooden_stairs,"A--
AA-
AAA",A: minecraft:planks:3,minecraft:jungle_stairs x8,3,3
minecraft:ladder,,"A-A
AAA
A-A",A: ore:stickWood,minecraft:ladder x3,3,3
minecraft:lapis_block,,"AAA
AAA
AAA",A: minecraft:dye:4,minecraft:lapis_block,3,3
minecraft:lead,,"AA-
AB-
--A","A: ore:string
B: ore:slimeball",minecraft:lead x2,3,3
thermalfoundation:lead,minecraft:lead,"AA-
AB-
--A","A: ore:string
B: thermalfoundation:material:832",minecraft:lead x2,3,3
thermalfoundation:lead_1,minecraft:lead,"AA-
AB-
--A","A: ore:string
B: thermalfoundation:material:833",minecraft:lead x2,3,3
minecraft:leather,,"AA
AA",A: minecraft:rabbit_hide,minecraft:leather,2,2
minecraft:leather_boots,,"A-A
A-A",A: ore:leather,minecraft:leather_boots,3,2
harvestcraft:minecraft_leather_boots,,"A-A
A-A",A: harvestcraft:wovencottonitem,minecraft:leather_boots,3,2
harvestcraft:leather_boots,,"A-A
A-A",A: harvestcraft:wovencottonitem,minecraft:leather_boots,3,2
minecraft:leather_chestplate,,"A-A
AAA
AAA",A: ore:leather,minecraft:leather_chestplate,3,3
harvestcraft:minecraft_leather_chestplate,,"A-A
AAA
AAA",A: harvestcraft:wovencottonitem,minecraft:leather_chestplate,3,3
harvestcraft:leather_chestplate,,"A-A
AAA
AAA",A: harvestcraft:wovencottonitem,minecraft:leather_chestplate,3,3
minecraft:leather_helmet,,"AAA
A-A",A: ore:leather,minecraft:leather_helmet,3,2
harvestcraft:minecraft_leather_helmet,,"AA
AA
-A",A: harvestcraft:wovencottonitem,minecraft:leather_helmet,2,3
harvestcraft:leather_helmet,,"AAA
A-A",A: harvestcraft:wovencottonitem,minecraft:leather_helmet,3,2
minecraft:leather_leggings,,"AAA
A-A
A-A",A: ore:leather,minecraft:leather_leggings,3,3
harvestcraft:minecraft_leather_leggings,,"AAA
A-A
A-A",A: harvestcraft:wovencottonitem,minecraft:leather_leggings,3,3
harvestcraft:leather_leggings,,"AAA
A-A
A-A",A: harvestcraft:wovencottonitem,minecraft:leather_leggings,3,3
minecraft:lever,,"A
B","A: ore:stickWood
B: ore:cobblestone",minecraft:lever,1,2
minecraft:light_weighted_pressure_plate,,AA,A: ore:ingotGold,minecraft:light_weighted_pressure_plate,2,1
minecraft:lit_pumpkin,,"A
B","A: minecraft:pumpkin
B: minecraft:torch",minecraft:lit_pumpkin,1,2
tconstruct:gadgets/stone/jack_o_latern,,"A
B","A: minecraft:pumpkin
B: tconstruct:stone_torch",minecraft:lit_pumpkin,1,2
minecraft:magma,,"AA
AA",A: minecraft:magma_cream,minecraft:magma,2,2
minecraft:mapextending,,"AAA
A-A
AAA",A: minecraft:paper,minecraft:map,3,3
minecraft:map,,"AAA
ABA
AAA","A: ore:paper
B: minecraft:compass",minecraft:map,3,3
minecraft:melon_block,,"AAA
AAA
AAA",A: minecraft:melon,minecraft:melon_block,3,3
minecraft:melon_seeds,,A,A: minecraft:melon,minecraft:melon_seeds,1,1
minecraft:minecart,,"A-A
AAA",A: ore:ingotIron,minecraft:minecart,3,2
railcraft:cart_bronze,railcraft:crafting,"A-A
AAA",A: ore:ingotBronze,minecraft:minecart,3,2
railcraft:cart_steel,railcraft:crafting,"A-A
AAA",A: ore:ingotSteel,minecraft:minecart x2,3,2
minecraft:nether_brick,,"AA
AA",A: minecraft:netherbrick,minecraft:nether_brick,2,2
minecraft:nether_brick_fence,,"AAA
AAA",A: minecraft:nether_brick,minecraft:nether_brick_fence x6,3,2
minecraft:nether_brick_stairs,,"A--
AA-
AAA",A: minecraft:nether_brick,minecraft:nether_brick_stairs x8,3,3
minecraft:nether_wart_block,,"AAA
AAA
AAA",A: minecraft:nether_wart,minecraft:nether_wart_block,3,3
minecraft:noteblock,,"AAA
ABA
AAA","A: ore:plankWood
B: ore:dustRedstone",minecraft:noteblock,3,3
minecraft:oak_stairs,wooden_stairs,"A--
AA-
AAA",A: minecraft:planks,minecraft:oak_stairs x8,3,3
minecraft:observer,,"AAA
BBC
AAA","A: ore:cobblestone
B: ore:dustRedstone
C: minecraft:quartz",minecraft:observer,3,3
minecraft:painting,,"AAA
ABA
AAA","A: ore:stickWood
B: minecraft:wool | minecraft:wool:1 | minecraft:wool:2 | minecraft:wool:3 | minecraft:wool:4 | minecraft:wool:5 | minecraft:wool:6 | minecraft:wool:7 | minecraft:wool:8 | minecraft:wool:9 | minecraft:wool:10 | minecraft:wool:11 | minecraft:wool:12 | minecraft:wool:13 | minecraft:wool:14 | minecraft:wool:15",minecraft:painting,3,3
forestry:letter_recycling,,AAA,A: ore:emptiedLetter,minecraft:paper,3,1
minecraft:paper,,AAA,A: ore:sugarcane,minecraft:paper x3,3,1
actuallyadditions:recipes23,actuallyadditions:recipes24,"A--
-A-
--A",A: actuallyadditions:item_food:16,minecraft:paper x3,3,3
crafttweaker:ct_shaped732853829,,"AAA
BCB
BDB","A: ore:plankTreatedWood
B: ore:compressed1xCobblestone
C: ore:plateIron
D: ore:dustRedstone",minecraft:piston,3,3
stevescarts:component/log_planks_oak,,A,A: stevescarts:modulecomponents:72,minecraft:planks x2,1,1
quark:planks,minecraft:planks,"A
A
A",A: quark:vertical_planks,minecraft:planks x3,1,3
stevescarts:component/log_planks_spruce,,A,A: stevescarts:modulecomponents:74,minecraft:planks:1 x2,1,1
quark:planks_1,minecraft:planks,"A
A
A",A: quark:vertical_planks:1,minecraft:planks:1 x3,1,3
stevescarts:component/log_planks_birch,,A,A: stevescarts:modulecomponents:76,minecraft:planks:2 x2,1,1
quark:planks_2,minecraft:planks,"A
A
A",A: quark:vertical_planks:2,minecraft:planks:2 x3,1,3
stevescarts:component/log_planks_jungle,,A,A: stevescarts:modulecomponents:78,minecraft:planks:3 x2,1,1
quark:planks_3,minecraft:planks,"A
A
A",A: quark:vertical_planks:3,minecraft:planks:3 x3,1,3
quark:planks_4,minecraft:planks,"A
A
A",A: quark:vertical_planks:4,minecraft:planks:4 x3,1,3
quark:planks_5,minecraft:planks,"A
A
A",A: quark:vertical_planks:5,minecraft:planks:5 x3,1,3
ichunutil:porkchops,,A,A: ichunutil:compact_porkchop,minecraft:porkchop x9,1,1
minecraft:prismarine,,"AA
AA",A: ore:gemPrismarine,minecraft:prismarine,2,2
minecraft:prismarine_bricks,,"AAA
AAA
AAA",A: ore:gemPrismarine,minecraft:prismarine:1,3,3
minecraft:dark_prismarine,,"AAA
ABA
AAA","A: ore:gemPrismarine
B: ore:dyeBlack",minecraft:prismarine:2,3,3
minecraft:pumpkin_seeds,,A,A: minecraft:pumpkin,minecraft:pumpkin_seeds x4,1,1
minecraft:purple_shulker_box,,"A
B
A","A: minecraft:shulker_shell
B: ore:chestWood",minecraft:purple_shulker_box,1,3
minecraft:purpur_block,,"AA
AA",A: minecraft:chorus_fruit_popped,minecraft:purpur_block x4,2,2
minecraft:purpur_pillar,,"A
A",A: minecraft:purpur_slab,minecraft:purpur_pillar,1,2
minecraft:purpur_slab,,AAA,A: minecraft:purpur_block,minecraft:purpur_slab x6,3,1
minecraft:purpur_stairs,,"A--
AA-
AAA",A: minecraft:purpur_block,minecraft:purpur_stairs x8,3,3
minecraft:quartz_block,,"AA
AA",A: minecraft:quartz,minecraft:quartz_block,2,2
appliedenergistics2:decorative/quartz_block_pure,,"AAA
A-A
AAA",A: appliedenergistics2:material:11,minecraft:quartz_block,3,3
minecraft:chiseled_quartz_block,,"A
A",A: minecraft:stone_slab:7,minecraft:quartz_block:1,1,2
minecraft:pillar_quartz_block,,"A
A",A: minecraft:quartz_block,minecraft:quartz_block:2 x2,1,2
minecraft:quartz_stairs,,"A--
AA-
AAA",A: minecraft:quartz_block | minecraft:quartz_block:1 | minecraft:quartz_block:2,minecraft:quartz_stairs x8,3,3
minecraft:rabbit_stew_from_red_mushroom,rabbit_stew,"-A-
BCD
-E-","A: minecraft:cooked_rabbit
B: minecraft:carrot
C: minecraft:baked_potato
D: minecraft:red_mushroom
E: minecraft:bowl",minecraft:rabbit_stew,3,3
minecraft:rabbit_stew_from_brown_mushroom,rabbit_stew,"-A-
BCD
-E-","A: minecraft:cooked_rabbit
B: minecraft:carrot
C: minecraft:baked_potato
D: minecraft:brown_mushroom
E: minecraft:bowl",minecraft:rabbit_stew,3,3
minecraft:rail,railcraft:crafting,"A-A
ABA
A-A","A: railcraft:rail
B: railcraft:railbed",minecraft:rail x32,3,3
minecraft:red_nether_brick,,"AB
BA","A: minecraft:netherbrick
B: minecraft:nether_wart",minecraft:red_nether_brick,2,2
minecraft:red_sandstone,,"AA
AA",A: minecraft:sand:1,minecraft:red_sandstone,2,2
minecraft:chiseled_red_sandstone,,"A
A",A: minecraft:stone_slab2,minecraft:red_sandstone:1,1,2
minecraft:smooth_red_sandstone,,"AA
AA",A: minecraft:red_sandstone,minecraft:red_sandstone:2 x4,2,2
minecraft:red_sandstone_stairs,,"A--
AA-
AAA",A: minecraft:red_sandstone | minecraft:red_sandstone:1 | minecraft:red_sandstone:2,minecraft:red_sandstone_stairs x8,3,3
minecraft:redstone,,A,A: minecraft:redstone_block,minecraft:redstone x9,1,1
chisel:redstone,minecraft:,A,A: ore:blockRedstone,minecraft:redstone x9,1,1
minecraft:redstone_block,,"AAA
AAA
AAA",A: ore:dustRedstone,minecraft:redstone_block,3,3
minecraft:redstone_lamp,,"-A-
ABA
-A-","A: ore:dustRedstone
B: ore:glowstone",minecraft:redstone_lamp,3,3
minecraft:redstone_torch,,"A
B","A: ore:dustRedstone
B: ore:stickWood",minecraft:redstone_torch,1,2
minecraft:repeater,,"ABA
CCC","A: minecraft:redstone_torch
B: ore:dustRedstone
C: ore:stone",minecraft:repeater,3,2
quark:repeater,minecraft:repeater,"A-A
BAB
CCC","A: ore:dustRedstone
B: ore:stickWood
C: ore:stone",minecraft:repeater,3,3
thermalfoundation:saddle,minecraft:saddle,"AAA
ABA
B-B","A: minecraft:leather:*
B: ore:ingotIron",minecraft:saddle,3,3
minecraft:sandstone,,"AA
AA",A: minecraft:sand,minecraft:sandstone,2,2
minecraft:chiseled_sandstone,,"A
A",A: minecraft:stone_slab:1,minecraft:sandstone:1,1,2
minecraft:smooth_sandstone,,"AA
AA",A: minecraft:sandstone,minecraft:sandstone:2 x4,2,2
minecraft:sandstone_stairs,,"A--
AA-
AAA",A: minecraft:sandstone | minecraft:sandstone:1 | minecraft:sandstone:2,minecraft:sandstone_stairs x8,3,3
minecraft:sea_lantern,,"ABA
BBB
ABA","A: ore:gemPrismarine
B: ore:dustPrismarine",minecraft:sea_lantern,3,3
minecraft:shears,,"-A
A-",A: ore:ingotIron,minecraft:shears,2,2
minecraft:shield,,"ABA
AAA
-A-","A: ore:plankWood
B: ore:ingotIron",minecraft:shield,3,3
minecraft:sign,,"AAA
AAA
-B-","A: ore:plankWood
B: ore:stickWood",minecraft:sign x3,3,3
woot:skull_skeleton,,"-A-
ABA
-A-","A: minecraft:bone
B: ore:itemSkull",minecraft:skull,3,3
woot:skull_zombie,,"-A-
ABA
-A-","A: minecraft:rotten_flesh
B: ore:itemSkull",minecraft:skull:2,3,3
woot:skull_creeper,,"-A-
ABA
-A-","A: minecraft:gunpowder
B: ore:itemSkull",minecraft:skull:4,3,3
minecraft:slime,,"AAA
AAA
AAA",A: ore:slimeball,minecraft:slime,3,3
forestry:propolis_to_slime,,"ABA
ABA
ABA","A: forestry:propolis:*
B: forestry:pollen",minecraft:slime_ball,3,3
tconstruct:common/slime/slime/green_slime_ball,tconstruct:slime_balls,A,A: tconstruct:slime_congealed,minecraft:slime_ball x4,1,1
minecraft:slime_ball,,A,A: minecraft:slime,minecraft:slime_ball x9,1,1
tconstruct:common/slime/slime/slime_ball_from_block,tconstruct:slime_balls,A,A: tconstruct:slime,minecraft:slime_ball x9,1,1
minecraft:snow,,"AA
AA",A: minecraft:snowball,minecraft:snow,2,2
minecraft:snow_layer,,AAA,A: minecraft:snow,minecraft:snow_layer x6,3,1
minecraft:speckled_melon,,"AAA
ABA
AAA","A: minecraft:gold_nugget
B: minecraft:melon",minecraft:speckled_melon,3,3
forestry:honey_melon,,"ABA
ACA
ABA","A: forestry:honey_drop:*
B: forestry:honeydew:*
C: minecraft:melon:*",minecraft:speckled_melon,3,3
minecraft:spectral_arrow,,"-A-
ABA
-A-","A: ore:dustGlowstone
B: minecraft:arrow",minecraft:spectral_arrow x2,3,3
minecraft:spruce_boat,boat,"A-A
AAA",A: minecraft:planks:1,minecraft:spruce_boat,3,2
minecraft:spruce_door,wooden_door,"AA
AA
AA",A: minecraft:planks:1,minecraft:spruce_door x3,2,3
forestry:fireproof_doors_spruce,,"AA-
AA-
AA-",A: forestry:planks.vanilla.fireproof.0:1,minecraft:spruce_door x3,3,3
minecraft:spruce_fence,wooden_fence,"ABA
ABA","A: minecraft:planks:1
B: minecraft:stick",minecraft:spruce_fence x3,3,2
minecraft:spruce_fence_gate,wooden_fence_gate,"ABA
ABA","A: minecraft:stick
B: minecraft:planks:1",minecraft:spruce_fence_gate,3,2
minecraft:spruce_stairs,wooden_stairs,"A--
AA-
AAA",A: minecraft:planks:1,minecraft:spruce_stairs x8,3,3
quark:stained_glass,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:1,minecraft:stained_glass,2,2
minecraft:white_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeWhite",minecraft:stained_glass x8,3,3
quark:stained_glass_1,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:2,minecraft:stained_glass:1,2,2
minecraft:orange_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeOrange",minecraft:stained_glass:1 x8,3,3
quark:stained_glass_10,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:11,minecraft:stained_glass:10,2,2
minecraft:purple_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyePurple",minecraft:stained_glass:10 x8,3,3
quark:stained_glass_11,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:12,minecraft:stained_glass:11,2,2
minecraft:blue_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeBlue",minecraft:stained_glass:11 x8,3,3
quark:stained_glass_12,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:13,minecraft:stained_glass:12,2,2
minecraft:brown_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeBrown",minecraft:stained_glass:12 x8,3,3
quark:stained_glass_13,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:14,minecraft:stained_glass:13,2,2
minecraft:green_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeGreen",minecraft:stained_glass:13 x8,3,3
quark:stained_glass_14,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:15,minecraft:stained_glass:14,2,2
minecraft:red_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeRed",minecraft:stained_glass:14 x8,3,3
quark:stained_glass_15,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:16,minecraft:stained_glass:15,2,2
minecraft:black_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeBlack",minecraft:stained_glass:15 x8,3,3
quark:stained_glass_2,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:3,minecraft:stained_glass:2,2,2
minecraft:magenta_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeMagenta",minecraft:stained_glass:2 x8,3,3
quark:stained_glass_3,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:4,minecraft:stained_glass:3,2,2
minecraft:light_blue_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeLightBlue",minecraft:stained_glass:3 x8,3,3
quark:stained_glass_4,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:5,minecraft:stained_glass:4,2,2
minecraft:yellow_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeYellow",minecraft:stained_glass:4 x8,3,3
quark:stained_glass_5,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:6,minecraft:stained_glass:5,2,2
minecraft:lime_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeLime",minecraft:stained_glass:5 x8,3,3
quark:stained_glass_6,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:7,minecraft:stained_glass:6,2,2
minecraft:pink_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyePink",minecraft:stained_glass:6 x8,3,3
quark:stained_glass_7,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:8,minecraft:stained_glass:7,2,2
minecraft:gray_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeGray",minecraft:stained_glass:7 x8,3,3
quark:stained_glass_8,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:9,minecraft:stained_glass:8,2,2
minecraft:light_gray_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeLightGray",minecraft:stained_glass:8 x8,3,3
quark:stained_glass_9,minecraft:stained_glass,"AA
AA",A: quark:glass_shards:10,minecraft:stained_glass:9,2,2
minecraft:cyan_stained_glass,stained_glass,"AAA
ABA
AAA","A: ore:blockGlassColorless
B: ore:dyeCyan",minecraft:stained_glass:9 x8,3,3
minecraft:white_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassWhite,minecraft:stained_glass_pane x16,3,2
minecraft:orange_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassOrange,minecraft:stained_glass_pane:1 x16,3,2
minecraft:purple_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassPurple,minecraft:stained_glass_pane:10 x16,3,2
